@relation Name00100

@attribute Channel1-Element1 numeric
@attribute Channel1-Element2 numeric
@attribute Channel1-Element3 numeric
@attribute Channel1-Element4 numeric
@attribute Channel1-Element5 numeric
@attribute Channel1-Element6 numeric
@attribute Channel1-Element7 numeric
@attribute Channel1-Element8 numeric
@attribute Channel1-Element9 numeric
@attribute Channel1-Element10 numeric
@attribute Channel1-Element11 numeric
@attribute Channel2-Element1 numeric
@attribute Channel2-Element2 numeric
@attribute Channel2-Element3 numeric
@attribute Channel2-Element4 numeric
@attribute Channel2-Element5 numeric
@attribute Channel2-Element6 numeric
@attribute Channel2-Element7 numeric
@attribute Channel2-Element8 numeric
@attribute Channel2-Element9 numeric
@attribute Channel2-Element10 numeric
@attribute Channel2-Element11 numeric
@attribute Channel3-Element1 numeric
@attribute Channel3-Element2 numeric
@attribute Channel3-Element3 numeric
@attribute Channel3-Element4 numeric
@attribute Channel3-Element5 numeric
@attribute Channel3-Element6 numeric
@attribute Channel3-Element7 numeric
@attribute Channel3-Element8 numeric
@attribute Channel3-Element9 numeric
@attribute Channel3-Element10 numeric
@attribute Channel3-Element11 numeric
@attribute Channel4-Element1 numeric
@attribute Channel4-Element2 numeric
@attribute Channel4-Element3 numeric
@attribute Channel4-Element4 numeric
@attribute Channel4-Element5 numeric
@attribute Channel4-Element6 numeric
@attribute Channel4-Element7 numeric
@attribute Channel4-Element8 numeric
@attribute Channel4-Element9 numeric
@attribute Channel4-Element10 numeric
@attribute Channel4-Element11 numeric
@attribute Class numeric

@data
4,5,8,128,26,8,6,6,8,8,6,6,7,11,166,35,10,7,7,8,9,8,6,6,10,149,31,8,6,5,6,7,7,9,10,16,270,50,14,10,10,9,8,6,0
5,5,9,141,22,8,6,7,8,7,6,6,6,11,462,30,9,7,7,7,9,9,7,8,12,230,31,9,7,6,6,8,9,7,8,14,200,35,13,10,10,9,7,6,1
4,5,8,129,28,8,6,6,7,7,7,7,8,13,186,40,11,7,6,6,6,7,6,7,11,159,33,9,6,5,5,7,9,7,8,13,264,46,15,12,10,7,5,5,1
6,7,11,262,26,7,5,4,4,4,5,6,7,11,985,31,9,6,5,5,6,7,6,7,12,211,26,8,6,5,6,7,9,7,8,14,373,36,15,13,11,8,6,5,1
6,7,11,168,36,10,7,7,6,7,7,7,8,13,191,41,11,7,6,6,6,7,4,4,7,113,24,7,5,5,7,13,13,6,7,11,205,37,12,9,9,9,8,7,1
8,9,15,830,41,12,9,8,8,8,9,9,10,17,320,36,11,8,6,6,6,6,4,4,7,110,19,6,5,5,6,9,9,7,8,13,209,33,12,9,9,9,8,8,1
7,8,13,195,43,12,9,8,9,10,10,7,8,13,192,38,10,6,5,4,5,5,5,5,9,138,29,8,6,6,8,9,8,5,6,10,163,35,10,8,9,11,11,9,1
9,11,18,610,37,12,9,8,9,10,11,8,9,15,208,35,11,7,6,5,5,4,7,8,13,199,31,10,7,6,6,7,7,6,7,12,537,33,11,8,9,11,11,9,1
7,8,13,199,40,11,8,7,8,10,13,8,9,14,209,44,11,8,6,7,7,8,6,7,11,174,34,9,6,5,5,6,7,6,6,11,185,36,11,9,11,13,10,7,1
7,9,14,270,31,10,7,7,8,11,15,6,7,12,177,30,10,8,7,8,8,7,7,8,13,422,32,9,6,5,5,5,7,6,7,12,211,31,12,11,13,11,7,5,1
5,6,10,172,30,9,6,6,7,10,14,5,6,9,146,31,9,7,7,7,8,8,6,6,10,149,31,8,5,4,5,6,9,6,7,11,178,39,12,10,12,12,8,5,1
6,7,11,301,27,8,5,5,5,7,10,4,5,8,127,22,8,6,7,9,9,8,9,10,16,373,30,9,6,5,5,7,12,7,8,14,350,33,13,10,10,9,8,7,1
4,5,8,141,26,7,6,5,7,8,8,4,4,7,117,24,7,6,6,9,9,7,6,7,11,181,34,9,6,5,5,6,8,6,7,12,201,40,12,9,8,8,8,7,1
5,6,10,156,26,9,8,8,9,7,6,6,7,12,213,29,10,8,8,8,9,8,9,10,16,355,32,10,6,5,5,6,8,6,7,13,206,33,11,9,8,8,8,7,1
4,5,9,140,30,9,7,8,9,8,6,8,9,14,203,43,11,8,7,8,9,9,7,8,13,195,38,10,7,6,6,6,7,6,7,12,181,39,11,8,7,7,6,7,1
4,4,8,119,21,7,6,7,10,9,7,8,9,16,269,37,12,9,8,8,8,8,6,7,13,184,31,11,8,8,9,10,10,8,9,16,238,37,13,9,8,7,7,7,1
3,4,6,111,22,7,6,7,10,10,6,7,8,14,209,42,11,8,6,6,6,6,5,6,10,150,33,10,7,8,12,15,11,8,9,14,216,47,13,10,8,8,7,6,1
6,7,11,570,26,9,8,8,9,9,8,5,6,10,667,28,9,6,6,6,7,7,7,8,14,707,33,13,11,12,13,12,10,7,8,13,640,36,12,9,9,10,8,6,1
4,5,8,124,27,8,6,6,8,9,8,6,7,11,180,37,11,9,9,9,8,6,5,6,9,164,33,10,9,10,13,11,9,6,7,12,185,41,12,10,10,9,7,6,1
5,5,9,214,25,8,6,7,8,10,9,6,6,11,167,29,10,8,8,9,8,6,5,6,10,167,26,9,7,7,8,9,8,7,9,15,421,34,12,9,9,8,7,7,1
5,6,9,163,30,9,7,8,12,15,10,6,7,11,177,38,11,9,9,9,8,7,4,5,9,161,27,8,6,6,7,8,8,6,7,11,177,36,10,7,6,6,6,5,1
6,7,12,180,31,11,9,10,15,13,8,8,9,15,238,36,12,9,8,8,9,8,4,5,9,143,22,7,5,5,6,8,9,5,6,10,188,24,7,5,5,5,7,8,1
6,7,12,224,37,11,9,10,15,18,11,5,5,9,156,28,8,6,6,8,13,12,4,5,8,140,26,7,5,5,5,7,10,5,6,10,158,32,10,8,9,9,7,5,1
7,8,13,268,32,12,10,12,17,16,11,6,7,11,241,30,10,7,8,10,14,12,6,6,11,155,26,8,6,5,6,9,14,5,5,9,153,26,9,8,10,10,7,5,1
6,6,11,175,36,11,8,9,11,12,10,5,6,10,182,33,10,8,9,12,14,11,6,7,11,159,33,9,6,6,7,9,10,5,6,10,160,35,11,9,9,10,8,6,1
8,9,16,642,36,14,11,10,10,8,7,6,7,12,203,32,11,8,8,9,9,9,8,9,15,912,29,10,7,6,7,9,10,5,5,9,510,28,10,9,12,11,6,4,1
7,9,14,206,45,12,8,7,7,7,8,7,8,12,187,40,11,8,7,7,7,7,5,5,9,147,27,7,5,5,7,11,12,5,6,9,144,31,9,7,8,9,8,6,1
9,10,15,565,38,10,7,5,5,6,7,6,7,11,176,28,9,6,5,5,5,5,6,7,11,153,26,8,6,5,6,8,9,5,5,9,342,25,8,7,8,10,9,7,1
8,9,14,199,41,10,6,5,5,7,11,6,6,11,166,36,11,8,8,8,7,7,4,5,8,125,27,7,5,5,6,8,10,4,5,8,130,26,8,6,6,8,9,8,1
10,12,19,785,36,12,8,6,6,7,10,5,6,10,162,26,9,7,6,7,6,6,6,7,11,158,26,8,6,5,5,6,7,4,4,7,658,22,7,5,6,7,9,8,1
6,7,11,160,34,9,7,6,7,8,11,4,5,8,139,27,8,6,6,7,7,7,5,5,9,132,29,8,6,5,6,6,7,3,4,7,109,22,6,5,5,6,8,9,1
6,7,12,182,31,11,8,8,9,10,11,4,5,8,127,20,7,5,5,5,7,10,5,6,10,201,26,8,6,6,7,9,10,4,5,8,210,22,6,4,4,4,5,7,1
6,6,11,167,37,11,8,9,10,10,9,4,5,8,114,24,6,4,4,4,5,7,5,5,9,146,29,8,7,7,8,9,9,4,4,7,118,23,6,4,4,6,9,8,1
6,7,12,171,29,10,8,8,9,12,13,5,5,9,135,21,6,4,4,4,6,10,4,5,8,295,23,7,5,5,6,9,11,4,5,8,141,20,6,4,4,5,7,10,1
6,7,11,168,36,10,8,8,9,11,12,4,4,7,118,23,6,5,4,5,6,8,3,4,6,105,22,6,5,6,8,10,8,6,6,10,148,30,8,5,5,5,7,8,1
5,6,9,338,25,8,5,5,6,7,10,4,4,7,842,21,7,5,5,6,7,6,4,5,8,386,25,9,8,9,9,6,4,6,7,11,150,25,7,5,4,5,6,8,1
5,5,9,145,29,8,6,6,6,8,9,5,6,10,150,32,9,7,7,7,7,6,4,5,9,143,32,10,9,11,9,6,5,6,6,10,159,31,8,5,4,4,5,5,1
5,6,10,676,28,9,6,6,7,7,8,5,6,11,159,27,9,7,7,7,7,6,5,6,10,167,28,11,10,12,10,7,5,5,6,10,139,23,7,5,4,4,4,4,1
6,6,10,171,33,10,7,6,7,7,7,5,6,10,169,35,10,8,8,9,8,7,5,6,11,181,38,12,10,10,9,7,6,9,10,15,210,41,10,6,5,4,4,5,1
5,6,10,255,26,8,6,7,8,10,9,5,6,9,1192,27,9,7,7,8,8,7,7,8,13,435,36,11,8,7,7,6,7,10,11,18,240,41,12,8,7,7,7,7,1
5,5,9,143,29,8,6,6,7,9,8,5,6,9,145,31,9,6,6,7,8,8,9,10,16,246,51,14,8,6,5,5,5,9,10,16,231,46,12,8,7,7,7,8,1
7,8,13,272,28,9,7,7,8,11,11,4,5,8,331,24,8,6,7,9,10,8,9,10,16,477,41,12,8,6,5,6,6,8,9,14,275,35,11,7,6,6,8,9,1
5,6,10,143,30,8,6,5,7,10,11,4,5,9,135,29,9,7,8,10,10,7,9,10,15,226,44,11,7,6,6,6,7,5,6,10,159,34,9,7,7,7,9,10,1
7,8,13,1120,28,9,7,6,6,7,9,6,6,11,468,26,9,8,8,9,8,6,7,8,13,269,33,10,7,6,6,7,6,4,5,8,173,22,7,5,5,6,7,7,1
5,6,10,154,34,9,6,6,6,7,8,5,6,10,181,33,10,8,8,8,7,5,8,9,14,193,41,10,7,6,6,6,6,4,5,8,128,26,8,6,7,8,8,6,1
6,7,12,245,34,10,7,6,5,6,6,5,6,11,153,26,9,7,6,7,7,5,7,8,13,339,34,9,6,5,4,5,5,4,4,7,333,22,8,7,9,12,8,5,1
6,7,11,173,33,8,5,4,4,5,6,7,8,13,195,41,11,8,7,6,6,5,6,6,10,150,32,8,5,4,4,5,6,4,5,8,138,29,9,8,9,10,8,6,1
5,6,10,185,29,8,6,5,6,7,8,6,7,12,239,32,10,8,7,7,6,5,6,7,12,169,26,8,5,4,4,5,5,5,5,10,144,25,9,8,8,9,7,6,1
5,6,10,199,30,8,6,6,6,7,8,6,6,11,172,36,11,9,9,9,7,6,4,5,8,126,26,7,5,4,5,6,7,5,5,9,153,31,10,8,8,8,7,7,1
4,5,8,254,22,7,5,6,8,11,8,6,7,11,177,29,10,7,7,7,8,11,6,7,12,938,33,10,7,6,6,6,6,5,6,10,147,25,8,6,6,6,7,8,0
4,5,9,135,29,8,7,7,9,9,7,5,6,10,168,33,9,7,7,7,9,12,7,8,13,198,43,12,8,6,5,5,5,5,6,9,145,31,9,7,6,7,7,7,0
8,9,15,628,32,11,8,8,8,9,9,6,7,11,400,32,9,7,6,7,9,14,8,9,14,196,33,10,7,6,6,8,10,7,8,14,186,31,10,7,6,6,8,10,0
5,5,9,145,31,9,7,8,9,10,8,7,8,12,188,41,11,8,7,8,10,13,7,7,12,181,39,11,8,7,9,11,11,6,7,11,181,36,10,8,8,9,9,8,0
5,6,11,177,29,10,8,8,8,8,7,8,9,16,335,31,11,8,7,8,10,11,6,7,12,235,33,11,9,9,10,11,10,6,7,11,169,27,9,7,8,10,12,8,0
6,7,11,175,37,11,8,8,8,8,8,5,5,9,147,29,8,6,7,8,10,9,5,6,10,187,36,12,11,13,11,8,6,5,5,9,148,30,9,7,9,12,10,6,0
5,6,10,615,30,9,7,6,6,7,7,6,6,11,160,27,9,7,8,10,10,8,5,6,10,161,29,12,12,13,9,5,4,3,4,7,214,22,7,6,7,11,10,6,0
5,6,10,159,32,9,6,6,7,8,9,5,6,9,144,30,9,7,7,8,9,8,5,6,10,165,36,12,10,10,8,6,5,6,6,10,158,32,9,6,5,5,6,7,0
5,5,9,144,23,7,5,5,6,8,12,6,7,13,321,29,10,8,7,8,8,7,8,9,16,802,37,14,10,9,7,6,6,6,7,11,156,27,8,6,5,6,6,8,2
5,6,10,148,32,9,6,6,8,10,11,5,6,10,154,34,10,7,7,8,8,7,6,7,12,206,41,12,9,9,8,7,7,6,7,12,186,39,11,8,7,6,6,6,2
4,5,8,202,23,8,6,7,9,10,9,5,6,10,143,25,8,7,7,9,10,7,7,8,13,755,39,13,10,10,9,7,7,7,8,14,212,36,13,10,9,7,6,6,2
6,7,11,189,34,10,7,6,7,8,9,5,6,9,153,32,10,8,10,11,8,5,6,6,11,180,37,11,9,8,8,6,5,7,8,14,253,48,15,11,9,7,6,5,2
7,8,13,345,34,11,8,7,8,10,10,5,5,9,179,25,8,6,7,8,7,6,5,6,9,217,29,9,7,7,8,7,5,6,7,12,226,36,14,14,13,9,6,5,2
6,7,11,187,35,10,7,6,7,9,11,6,7,11,170,37,10,8,7,8,8,7,5,6,10,171,33,10,8,8,10,10,7,6,7,11,190,39,13,11,11,8,5,4,2
8,10,16,214,36,11,8,7,8,10,11,7,8,14,279,31,11,8,7,6,6,6,5,6,10,186,28,10,8,8,9,8,7,6,7,12,198,35,14,13,12,8,5,4,2
10,11,17,227,48,12,8,7,7,9,11,6,7,12,183,40,11,8,8,9,9,7,5,6,10,175,33,11,9,10,11,9,7,6,7,11,190,37,11,9,8,8,6,5,2
11,12,19,252,43,13,9,7,7,7,8,6,6,11,163,28,10,8,9,11,11,8,4,5,8,310,25,8,7,9,12,11,8,5,6,10,534,31,10,7,7,7,6,5,2
8,9,15,219,47,13,9,8,7,7,7,5,6,10,163,33,10,8,8,10,10,10,5,6,10,163,30,9,6,6,7,9,10,6,7,11,179,33,9,6,6,7,8,9,2
6,7,11,268,31,10,8,8,8,8,7,6,6,11,163,28,10,7,8,9,11,12,6,7,11,505,29,9,6,6,7,9,10,11,12,18,225,35,10,6,5,5,7,9,2
5,6,10,159,35,10,8,9,9,8,6,7,8,13,185,38,10,7,6,6,7,9,8,9,13,200,39,10,7,6,6,7,9,11,11,15,189,35,8,5,4,4,7,13,2
6,7,12,275,27,9,7,6,7,8,8,7,8,13,302,33,11,8,7,8,10,11,8,9,15,298,36,10,7,6,7,9,9,9,10,15,1080,33,8,5,4,5,6,11,2
5,6,10,150,32,9,7,8,9,11,9,6,7,12,197,40,12,9,9,9,9,8,8,9,14,209,44,12,8,7,7,8,7,7,8,12,189,38,10,7,6,7,8,9,2
6,7,11,858,33,11,8,9,11,11,9,7,8,14,595,31,12,11,12,11,8,6,9,10,17,553,37,13,9,8,7,7,7,7,8,13,416,36,12,9,8,8,7,7,2
6,7,11,172,37,11,9,10,12,13,10,6,7,12,182,39,12,9,9,10,9,7,5,6,11,174,35,11,9,9,10,8,6,7,8,14,219,46,14,10,10,9,8,7,2
8,9,16,335,36,13,10,10,10,11,10,5,6,10,625,28,8,6,6,8,9,8,4,5,9,401,27,9,8,10,10,7,5,8,9,15,499,36,13,10,8,7,6,5,2
7,8,13,197,43,12,9,8,9,11,13,5,5,9,139,29,8,7,7,10,11,7,5,6,10,179,33,11,9,10,9,6,5,7,8,13,204,41,12,9,9,9,9,8,2
9,10,16,902,35,12,8,7,8,10,12,5,6,10,158,25,8,6,6,7,10,9,5,6,10,207,29,11,9,10,8,6,4,6,7,11,187,25,8,6,5,6,9,11,2
7,8,13,198,38,10,7,6,6,8,12,5,6,10,156,34,10,8,8,10,10,8,6,7,11,192,37,11,9,10,14,12,7,6,7,11,160,32,8,6,5,6,8,10,2
6,7,12,158,26,8,5,5,5,7,9,7,8,13,230,34,11,8,7,8,8,9,5,6,11,164,26,9,7,8,10,10,7,6,6,10,145,24,7,5,5,6,9,12,2
6,7,10,138,28,6,4,3,3,4,6,7,7,12,215,37,10,7,7,7,9,11,6,6,10,173,34,10,7,8,10,10,8,5,6,9,128,26,6,4,3,3,4,6,2
4,5,8,114,19,5,3,3,3,3,4,6,7,12,169,28,9,7,6,7,9,11,6,6,11,878,33,11,9,9,9,8,7,8,9,13,204,25,7,4,3,3,4,5,2
3,4,7,102,21,5,4,3,3,4,5,4,4,7,114,24,7,5,5,7,9,10,8,9,15,223,44,12,7,6,5,4,4,4,5,8,128,25,7,4,4,4,5,5,2
3,4,6,158,17,5,4,3,4,4,6,4,5,8,155,21,7,5,5,7,10,10,9,10,17,505,38,13,9,8,7,6,6,6,7,11,577,29,8,6,5,5,5,5,2
5,6,10,145,30,8,5,4,5,5,6,5,6,10,160,32,9,7,6,7,8,8,6,7,11,198,36,10,8,7,8,8,7,6,7,11,165,35,9,6,6,7,8,7,2
9,10,17,649,35,12,8,6,6,6,6,6,7,12,334,30,9,7,6,7,9,9,6,7,12,181,31,11,8,8,8,7,6,9,10,15,222,29,8,5,5,5,7,8,2
7,8,13,225,39,11,7,6,6,6,7,7,8,13,210,41,11,8,7,8,8,7,6,7,11,167,34,10,7,7,7,8,8,7,8,12,161,32,8,5,4,4,6,9,2
9,11,17,252,41,13,9,8,7,6,6,5,6,10,387,27,9,7,7,8,8,7,7,8,14,378,30,10,7,7,7,8,8,10,11,18,588,32,10,6,5,5,5,5,2
8,9,15,280,45,13,10,9,8,7,6,5,5,9,151,31,10,9,10,10,7,5,6,6,11,171,34,10,7,7,8,10,10,6,7,12,178,35,9,6,4,4,4,3,2
8,9,15,520,40,13,9,9,9,8,7,6,6,11,207,27,10,8,9,10,9,7,6,7,12,168,29,10,7,7,8,10,11,4,5,8,186,24,8,7,8,9,7,5,2
7,8,14,225,44,13,10,11,12,10,7,5,5,9,152,30,9,8,9,10,9,7,5,6,10,158,34,10,8,8,10,11,10,4,5,9,140,30,9,8,9,9,7,5,2
6,7,12,181,31,10,8,8,10,12,9,6,7,13,196,30,10,7,7,8,8,7,8,9,16,409,35,12,9,8,8,8,9,7,9,14,389,33,12,9,9,10,11,9,2
6,7,12,180,39,11,8,8,9,9,9,8,8,13,173,33,8,5,4,4,5,9,7,7,12,192,34,9,6,5,6,8,11,7,8,12,191,40,11,8,8,8,10,11,2
5,6,11,213,27,9,6,6,8,10,10,8,9,13,1074,29,7,4,3,3,4,6,6,7,11,1006,27,7,5,4,5,7,11,7,8,13,286,28,9,6,5,6,7,10,2
5,6,10,159,31,8,6,5,6,7,9,7,8,12,181,31,7,4,3,3,4,5,11,12,16,198,39,9,5,4,4,5,9,7,8,12,183,36,9,6,5,6,7,10,2
6,7,12,336,30,9,6,6,6,7,9,5,6,10,409,26,7,5,4,4,5,7,9,10,15,186,30,8,5,4,5,6,9,5,6,10,511,28,8,6,5,6,7,8,2
7,8,12,221,36,10,7,6,6,7,8,6,7,11,175,34,10,7,6,6,6,6,9,10,16,229,45,11,7,6,6,6,6,6,7,11,186,34,10,7,6,6,7,8,2
7,8,13,195,34,12,10,11,12,10,8,5,6,10,281,28,9,6,6,6,7,8,8,9,15,206,35,11,8,7,6,6,6,5,6,10,762,28,9,7,7,9,11,11,2
6,7,11,225,37,12,10,11,13,10,7,5,6,10,152,31,9,6,5,6,6,7,6,7,12,227,38,11,7,6,5,4,4,6,7,12,183,38,11,8,7,8,10,12,2
5,5,9,212,30,10,8,10,12,10,7,7,8,14,344,30,10,7,6,6,7,8,8,10,16,520,33,10,7,5,5,4,5,6,6,11,168,30,11,9,11,13,12,10,2
4,5,8,131,28,8,6,7,9,11,9,6,7,11,165,32,8,6,5,5,6,7,5,6,10,153,32,9,6,6,5,5,5,5,6,10,169,33,11,9,11,12,9,7,2
5,6,10,201,25,8,5,5,5,5,6,6,7,11,343,30,8,5,4,4,5,6,6,6,11,284,29,9,7,6,6,7,7,3,4,7,139,19,7,7,9,12,7,5,2
5,5,9,151,30,9,7,8,11,10,6,4,5,8,133,27,8,6,6,7,7,7,6,7,11,166,32,8,6,5,5,6,9,4,5,8,131,27,8,7,8,11,10,7,2
4,4,7,494,22,7,5,6,10,11,6,4,5,8,896,24,8,6,6,6,6,6,7,8,13,376,28,9,6,6,6,8,11,5,5,9,147,24,8,6,7,8,8,6,2
4,5,8,121,26,8,6,6,8,9,7,5,6,9,156,30,9,7,6,6,6,6,6,7,11,165,35,9,7,6,7,10,12,5,6,9,157,31,9,7,7,7,8,7,2
4,4,8,923,22,7,5,6,7,10,9,7,8,13,177,30,9,6,5,5,4,4,6,7,12,245,30,9,6,6,7,11,16,6,7,12,172,30,10,8,8,8,8,7,2
4,5,8,129,26,7,5,4,5,5,6,6,7,11,164,34,9,5,4,4,4,5,7,8,12,210,38,11,8,8,10,12,10,5,6,10,155,31,9,7,6,7,7,7,2
5,6,9,498,27,8,6,5,6,7,8,7,8,13,177,29,9,6,5,5,5,5,7,8,13,218,33,12,9,10,12,11,9,6,7,11,154,26,8,5,4,4,5,5,0
4,5,8,125,26,7,6,6,8,12,12,6,7,12,179,39,11,7,6,6,5,5,5,6,10,170,35,11,8,9,11,10,7,4,5,8,141,27,8,6,5,6,6,6,0
9,10,16,911,30,9,6,5,6,8,14,6,7,12,182,31,11,8,7,6,6,5,7,8,13,198,34,12,9,10,10,9,6,5,6,10,182,28,10,8,8,7,6,6,0
6,7,11,169,32,8,5,5,6,8,15,6,7,11,171,34,9,6,5,5,5,5,6,6,10,165,33,9,7,6,7,8,7,5,6,11,175,36,11,8,8,7,6,6,0
8,9,15,217,30,9,6,5,5,7,11,6,7,12,233,28,9,6,5,5,5,5,8,9,14,196,31,9,6,5,6,7,8,8,9,16,874,37,14,10,8,7,6,6,0
7,7,12,167,35,9,6,5,5,6,9,5,5,9,149,28,8,5,5,4,4,4,7,8,13,203,38,10,6,5,5,6,7,7,8,13,219,44,13,10,9,8,6,6,0
7,8,13,183,30,10,7,6,7,9,10,7,8,13,441,30,10,8,7,6,5,4,7,8,13,1083,34,9,6,5,5,6,6,6,7,11,359,30,10,7,7,7,7,6,0
5,6,10,144,31,8,6,6,6,8,10,4,5,8,146,29,9,8,10,11,6,4,6,7,12,177,38,10,7,7,7,8,8,6,7,11,188,35,10,8,8,8,8,6,0
7,8,13,860,27,9,7,6,7,8,9,5,5,9,915,27,9,8,9,11,8,5,9,10,16,356,33,10,7,6,6,7,8,5,6,10,185,31,9,7,7,7,8,7,2
6,6,10,171,30,8,5,5,5,6,9,5,5,9,143,31,10,8,9,11,9,7,8,9,14,197,41,11,7,7,8,10,10,5,5,9,143,30,9,7,7,9,10,7,2
9,10,16,493,31,9,6,5,4,5,6,7,8,13,801,29,10,8,7,8,9,9,9,11,17,291,34,11,7,7,9,11,8,5,6,10,161,26,9,7,8,8,7,5,2
8,9,14,191,38,9,6,5,5,6,8,4,5,9,154,28,9,7,8,12,12,9,7,8,12,182,38,10,7,7,9,11,9,4,5,9,140,31,9,8,10,13,10,7,2
7,8,13,180,29,8,5,5,5,6,8,4,5,8,573,25,8,7,9,13,13,9,8,9,15,386,32,10,8,8,10,12,9,6,6,11,251,28,11,9,10,11,8,6,2
6,7,11,168,34,9,7,6,7,8,8,5,5,9,148,32,10,8,10,13,12,8,7,8,13,188,39,10,7,7,8,10,10,5,6,10,194,34,11,8,9,10,9,8,2
6,7,12,396,32,10,7,7,7,7,7,6,6,11,249,32,11,10,10,10,8,6,6,7,12,1076,32,9,6,6,7,9,9,6,7,12,185,30,11,8,8,9,8,7,2
6,6,11,170,36,10,8,7,7,7,7,6,7,12,192,39,11,8,7,7,7,7,6,6,10,167,33,9,7,7,8,10,10,5,6,10,158,34,10,7,7,8,8,7,2
7,7,13,183,31,10,8,7,7,8,8,7,8,13,208,32,10,8,7,7,8,7,5,6,10,248,31,9,7,7,7,7,6,5,6,9,145,24,8,6,6,7,7,7,2
5,6,10,168,33,9,7,7,7,8,8,5,6,9,167,32,10,8,7,7,6,5,4,5,9,148,30,9,7,8,10,10,8,4,5,8,134,28,8,7,7,9,9,6,2
5,6,10,198,26,9,7,7,9,11,9,8,10,16,469,32,10,7,5,4,4,4,6,7,12,344,29,10,8,8,9,9,8,6,6,11,165,28,9,7,7,7,7,6,2
5,5,9,148,30,9,7,8,10,11,8,6,6,11,157,34,9,6,6,6,6,7,4,5,9,160,29,9,7,8,10,10,8,6,6,11,163,35,10,7,7,7,6,6,2
5,6,10,286,28,9,8,9,10,9,7,5,5,9,297,27,8,6,6,7,7,5,5,6,10,147,25,9,7,7,9,11,9,6,7,11,172,29,10,7,7,7,6,6,2
6,6,11,166,35,10,7,7,7,7,7,6,7,11,162,33,9,6,6,6,7,6,5,5,9,148,29,8,6,6,7,8,7,5,6,9,150,30,9,6,6,6,7,8,2
7,8,13,184,32,10,8,7,7,7,7,6,7,11,153,26,8,6,5,5,6,6,5,5,9,152,29,8,7,7,10,9,6,4,5,9,129,22,8,6,6,8,9,8,2
6,7,11,174,36,10,7,7,7,8,8,5,6,10,151,31,8,5,5,5,6,7,4,5,8,126,24,7,5,5,6,9,8,5,6,9,158,29,8,6,6,7,9,9,2
6,7,11,156,26,8,6,6,6,8,8,6,7,11,221,25,8,6,5,5,5,5,6,6,10,203,23,7,5,5,6,9,8,6,6,11,278,25,9,7,7,8,9,9,2
5,6,9,150,30,9,7,7,8,10,9,4,5,8,136,28,8,6,6,7,8,7,4,5,8,124,26,7,5,5,5,9,13,3,4,6,107,21,6,5,5,6,6,6,2
4,5,9,207,24,8,6,6,7,9,9,5,6,11,379,30,10,7,7,7,7,6,5,6,10,182,26,8,6,6,7,9,11,4,5,9,132,23,8,7,7,8,6,5,2
4,5,9,147,28,8,7,7,10,11,9,7,8,13,207,44,13,10,9,8,7,6,5,6,10,157,32,9,6,6,7,8,11,4,4,7,131,26,8,7,9,9,6,4,2
7,8,14,359,34,12,10,10,11,10,9,7,9,14,223,35,12,9,9,10,10,9,6,7,12,208,29,10,8,8,8,9,10,6,7,12,484,31,12,10,10,7,5,4,2
7,8,13,203,40,11,8,8,10,11,10,8,9,15,253,44,12,8,7,8,10,12,4,4,7,123,26,8,7,8,11,11,9,7,8,13,227,43,13,10,9,8,7,6,2
7,8,13,669,34,10,7,6,7,8,9,7,8,14,878,38,12,8,8,9,10,11,5,5,9,162,25,9,7,8,9,9,9,7,8,13,1088,37,11,8,7,7,7,8,2
7,7,12,210,39,11,8,8,8,9,10,8,10,15,229,45,12,8,7,7,8,10,5,6,9,154,32,9,7,7,8,8,8,8,9,14,197,42,11,7,6,6,7,8,2
4,5,9,371,25,7,5,5,6,7,9,8,9,15,353,34,9,6,5,4,5,7,5,6,10,339,31,9,7,6,7,8,8,7,8,12,600,30,9,6,5,5,7,9,2
6,7,11,159,34,9,6,5,6,7,10,12,13,18,215,41,9,5,4,4,5,7,5,5,9,146,30,9,7,6,6,6,6,6,7,10,169,30,8,5,4,4,5,7,2
5,6,9,307,26,8,6,6,7,9,10,8,9,12,1361,26,6,4,3,3,4,7,5,5,9,134,23,8,6,5,5,6,7,6,7,12,165,28,9,6,5,5,6,7,2
5,5,9,170,31,9,7,8,9,10,10,8,9,13,183,34,8,5,4,4,6,11,5,6,10,145,31,8,5,5,5,6,8,6,7,11,176,35,10,7,6,7,9,9,2
6,7,13,199,31,11,9,10,11,10,9,6,7,11,163,27,9,6,6,6,8,10,7,8,11,142,23,6,4,3,3,3,6,7,8,13,192,31,10,7,7,7,9,9,2
5,6,10,166,34,11,9,10,12,11,8,4,4,7,117,24,7,6,6,8,10,8,6,7,11,154,33,8,6,5,6,9,13,7,8,13,193,40,10,7,6,6,7,8,2
6,7,11,168,29,10,8,8,9,9,7,4,4,7,151,21,7,6,7,10,10,7,5,6,10,219,25,8,5,5,6,8,9,8,9,15,198,33,10,7,6,6,6,7,2
5,6,10,157,33,10,7,7,8,9,7,5,5,9,147,33,10,9,8,7,6,5,5,6,9,156,28,8,6,5,6,9,10,11,12,17,210,44,10,6,5,5,6,7,2
8,9,15,1030,31,11,8,7,7,8,9,6,7,11,171,29,9,7,6,6,7,7,6,7,11,177,28,10,7,8,9,11,10,8,9,14,258,31,9,6,5,5,6,8,2
